id,script,inflection,comment,type,suppress
4149,ELO,m,,station,
4150,GNT,m,,station,
4151,HRD,m,,station,
4154,LAK,m,,station,
4155,LGD,m,,station,
4156,MNE,m,,station,
4157,MCH,m,,station,
4158,MKR,m,,station,
4159,NLS,m,,station,
4160,the bluebell steam railway,m,,,
4161,epsom races,m,,,
4162,goodwood races,m,,,
4163,south west trains services,m,,,
4164,the west country,m,,,
4165,south wales and valley line services,m,,,
4166,north wales coast services,m,,,
4167,coastway west services,m,,,
4168,coastway east services,m,,,
4169,midland mainline services,m,,,
4170,croydon tramlink services,m,,,
4171,west coast mainline services,m,,,
4172,lingfield races,m,,,
4173,catford stadium,m,,,
4174,selhurst park football stadium,m,,,
4175,the den football stadium,m,,,
4176,london underground services,m,,,
4177,NET,m,,station,
4178,NWA,m,,station,
4179,OKE,m,,station,
4180,PTD,m,,station,
4181,PRT,m,,station,
4182,RDF,m,,station,
4183,RAU,m,,station,
4184,RHL,m,,station,
4185,RNR,m,,station,
4186,SAH,m,,station,
4188,SPP,m,,station,
4189,SHT,m,,station,
4190,SPA,m,,station,
4191,SPO,m,,station,
4192,SPN,m,,station,
4193,SAR,m,,station,
4194,SLL,m,,station,
4195,SSD,m,,station,
4196,SMK,m,,station,
4197,SUT,m,,station,
4199,TTF,m,,station,
4200,front of the train,e,,,
4201,middle of the train,e,,,
4202,rear of the train,e,,,
4203,a family carriage is available on this train,w,,,
4204,a weekend first facility is available on this train,w,,,
4205,im sorry therell be no catering facilities on this train today,w,,,
4206,return charter train,m,,toc,
4207,steam charter train,m,,toc,
4208,rugby special,m,,toc,
4209,first great western motorail,m,,toc,
4210,for seat reservation holders only,m,,,
4211,football special,m,,toc,
4212,would the superindendent of the line please go to the carriage depot,w,,,
4213,would mr neptune please go to the town centre immediately,w,,,
4214,would you please make your way to the front of the station,s,,,
4215,would you please make your way to the side of the station,s,,,
4216,would you please make your way to the rear of the station,s,,,
4217,for a replacement bus service,e,,,
4218,for a replacement taxi service,e,,,
4220,will all customers please have their tickets ready for examination,s,,,
4221,on leaving the station,e,,,
4237,is the,m,,,
4238,is the retimed,m,,,
4239,is the delayed,m,,,
4240,is the retimed delayed,m,,,
4241,should travel in the front,m,,,
4242,should travel in the middle,m,,,
4243,should travel in the rear,m,,,
4244,coaches of the train,e,,,
4245,the train now approaching platform,s,,,
4246,the train now standing at platform,s,,,
4247,this train terminates here,w,,,
4294,may i have your attention please (2),w,,,
4295,would customers please note that,s,,,
4296,occasionally older slam-door trains stop at this station,m,,,
4297,and these trains may convery first class accommodation,e,,,
4298,if a scheduled train stops at this station,s,,,
4299,which conveys first class accommodation,m,,,
4300,and you have a standard class ticket,m,,,
4301,please note,m,,,
4302,that you are invited to travel first class at no extra charge,e,,,
4303,there will be no extra charge for standard class ticket holders,m,,,
4304,travelling in first class accommodation,m,,,
4305,on scheduled trains from this station,e,,,
4306,thank you,w,,,
4308,please allow customers to alight from the train,s,,,
4313,please take care when alighting at,s,,,
4314,due to icy platforms,e,,,
4317,before attempting to board,e,,,
4318,due to a fault on the station lighting,e,,,
4321,smoking is not permitted on this train,w,,,
4327,im sorry to inform you that,s,,,
4328,this service has been reported as full and standing,e,,,
4330,please have your tickets ready for inspection on the train,w,,,
4331,please have your tickets and railcards ready for inspection on the train,w,,,
4332,please stand back from the edge of the platform,s,,,
4333,until your train comes to a complete halt,e,,,
4334,until your train has come to a complete stop,e,,,
4348,middle,m,,,
4359,station,e,,,
4363,im sorry to inform you that,s,,,
4364,services to,m,,,
4365,are being delayed,e,,,
4366,in the direction of,m,,,
4367,are subject to delays,m,,,
4368,of up to,m,,,
4370,this has been caused by,s,,,
4371,our maintenance staff have been called,e,,,
4374,customers travelling to,s,,,
4375,im sorry to advise you that,m,,,
4376,have advised me that services on the,m,,,
4378,please avoid the,s,,,
4379,if possible,e,,,
4382,has been suspended,e,,,
4383,there are no,s,,,
4384,services from,m,,,
4385,services are operating from,s,,,
4386,but not from,m,,,
4387,customers are advised to make alternative journey plans via london,w,,,
4388,i am sorry to announce that there are no direct services from,s,,,
4389,please change at,m,,,
4392,are subject to,m,,,
4394,everything is being done to keep delays to a minimum,w,,,
4395,im sorry to announce that the,s,,,
4396,service has been suspended from this station,e,,,
4398,please make sure you close all doors firmly behind you,s,,,
4399,when boarding trains that do not have automatic doors,e,,,
4400,bicycles can only be carried inside the guard's compartment,w,,,
4401,allow customers to alight before boarding,w,,,
4403,is closed today,e,,,
4404,will all customers please use,s,,,
4406,to exit the station,e,,,
4412,will not call at,m,,,
4417,retimed,m,,,
4418,this train,m,,,
4424,has been diverted to,m,,,
4428,this train is the service from (old),s,,,
4440,front,m,,,
4444,rear,m,,,
4447,please note that,m,,,
4448,this train stops to set down passengers only,w,,,
4449,the train now standing at,s,,,
4454,customers are advised that,s,,,
4455,there is more room towards,m,,,
4466,this station,e,,,
4470,is being delayed,m,,,
4471,im very sorry,s,,,
4474,im extremely sorry,s,,,
4475,for the severe delay to this service,e,,,
4478,customers for intermediate station,s,,,
4479,please check timetable display information,m,,,
4480,and listen for further announcements,e,,,
4482,im sorry to announce,s,,,
4483,that there will be no catering facilities on the train today,e,,,
4499,stops here to set down passengers only,e,,,
4508,the rear of the train,e,,,
4509,the front of the train,e,,,
4519,im sorry,s,,,
4521,for the delay to the service,e,,,
4523,im sorry for the delay this will cause to your journey,w,,,
4529,im pleased to be able to advise you,s,,,
4530,are currently reporting normal services on all lines,m,,,
4531,london underground have advised me that,s,,,
4532,major,m,,,
4533,delays are occurring on the,m,,,
4534,please allow extra time for your journey,w,,,
4535,if travelling on the london underground services affected,e,,,
4536,normal services are reported running on all other services,w,,,
4537,minor,m,,,
4539,victoria,m,,,
4541,northern,m,,,
4542,district,m,,,
4543,circle,m,,,
4544,circle and district,m,,,
4546,east london,m,,,
4547,piccadilly,m,,,
4548,hammersmith and city,m,,,
4549,jubilee,m,,,
4550,bakerloo,m,,,
4551,metropolitan,m,,,
4552,docklands light railway,m,,,
4554,waterloo and city,m,,,
4565,that london underground,m,,,
4567,this train is today in reverse formation,w,,,
4568,the train now approaching,s,,,
4569,please stand clear while the train is being detached,w,,,
4570,should travel in the,m,,,
4571,of the train,e,,,
4572,this train was due to terminate at this station,w,,,
4573,this train was due to set down passengers only,w,,,
4574,this train divides here,w,,,
4575,originally due to depart from platform,m,,,
4576,will now depart from platform,m,,,
4577,originally due to arrive on platform,m,,,
4578,will now arrive on platform,m,,,
4579,this train will terminate here,w,,,
4580,this train is formed of,s,,,
4582,will be at,m,,,
4583,this train will call additionally at,s,,,
4584,i am sorry to advise you,s,,,
4585,that london underground have informed me that services on the,m,,,
4586,have been suspended,e,,,
4587,customers changing at,s,,,
4588,are advised there is no service on the,m,,,
4590,services are not affected,e,,,
4591,im sorry to inform you,s,,,
4592,that london underground have advised me that services on the,m,,,
4593,east london line from new cross gate have been suspended,e,,,
4594,customers are advised that east london line services,s,,,
4595,from new cross station are operating normally,e,,,
4596,im sorry to inform customers that,s,,,
4597,all london underground services have been suspended,e,,,
4598,there are no london underground services operating today,w,,,
4601,are reminded that,m,,,
4602,automatic ticket barriers are in operation,e,,,
4604,i would like to remind customers that the new,s,,,
4605,summer timetable,m,,,
4606,commences on,m,,,
4607,monday,e,,,
4608,new copies of the timetable are available from the,m,,,
4609,ticket sales points at all manned stations,e,,,
4610,winter,m,,,
4611,tuesday,e,,,
4612,wednesday,e,,,
4613,thursday,e,,,
4614,friday,e,,,
4615,saturday,e,,,
4616,sunday,e,,,
4617,im sorry to inform customers that services to,s,,,
4619,delay,m,,,
4620,cancellation,m,,,
4621,diversion,m,,,
4622,due to,m,,,
4624,the current journey time from here to,s,,,
4625,is approximately,m,,,
4626,everything is being done to rectify the situation,s,,,
4627,as quickly as possible,e,,,
4628,are advised to travel to,m,,,
4629,and change there for a return service,e,,,
4630,please note that direct services from here to,s,,,
4632,have been reduced to run at,m,,,
4633,minute intervals,e,,,
4634,would all customers please note that platform,s,,,
4635,is closed,e,,,
4636,all services in the,s,,,
4637,direction,m,,,
4638,is now closing,e,,,
4639,will now depart from platform,m,,,
4640,closed circuit television and remote video monitoring,m,,,
4641,is in use at this station,m,,,
4642,for your personal safety and security,e,,,
4643,please note that emergency services are en route to this station,s,,,
4644,and we are aware of the current situation,e,,,
4645,please do not make any further emergency telephone calls,w,,,
4646,police,"s,m",,,
4647,ambulance,"s,m",,,
4648,fire,"s,m",,,
4649,all emergency,s,,,
4650,services will be in attendance shortly,e,,,
4651,im very sorry for the extreme delay,s,,,
4652,which has been caused to services today,m,,,
4654,at the moment,s,,,
4655,i cannot give you any estimate,m,,,
4656,regarding resumption of services from this station,m,,,
4657,in the,m,,,
4658,latest estimates expect services to me moving in,s,,,
4659,please listen for further announcements,w,,,
4660,i do thank you for your patience and understanding,s,,,
4661,during this difficult situation,e,,,
4662,customers are advised that free drinks are now available,s,,,
4663,please consult our station staff,e,,,
4664,any customers due to travel to,s,,,
4665,would you please cross to,m,,,
4666,remain on this platform,m,,,
4667,and travel to,m,,,
4669,your attention please,w,,,
4670,any customers for,s,,,
4671,would you please make your way to the,m,,,
4672,of the station,m,,,
4673,for a replacement,m,,,
4674,bus,m,,,
4675,service,e,,,
4676,side,m,,,
4677,taxi,m,,,
4678,customers are requested not to feed the pigeons on the station,w,,,
4680,they are a nuisance and possible health hazard,w,,,
4681,please do not,s,,,
4682,feed the pigeons,m,,,
4683,would customers please note that,s,,,
4684,pickpockets,m,,,
4685,unofficial luggage luggage porters,m,,,
4686,operate on this station,e,,,
4688,please make sure your personal items are secure,s,,,
4689,particularly when using the,m,,,
4690,telephones or while waiting to purchase tickets,e,,,
4691,parents and guardians are reminded that the station,s,,,
4692,can be a dangerous environment,e,,,
4693,trains may pass through at high speed,s,,,
4694,and without prior warning,e,,,
4695,when on the station and travelling on rail services,s,,,
4696,please make sure that children are supervised at all times,e,,,
4698,customers are advised there is a fault on the information monitors,s,,,
4699,on this station,e,,,
4700,please disregard any information showing,s,,,
4701,and listen carefully to all announcements,e,,,
4702,customers using personal stereo equipment,s,,,
4703,are requested to keep the volume at a suitable level,m,,,
4704,so as to allow other customers to have a pleasant journey,e,,,
4705,customers who are travelling to,s,,,
4706,are advised that the consumption of alcohol,m,,,
4707,is not permitted on services to,m,,,
4708,today,e,,,
4709,british transport police,s,,,
4710,will be in attendance at,m,,,
4711,im sorry for the temporary closure of the ticket sales point,w,,,
4712,this is due to,s,,,
4713,please purchase your tickets,s,,,
4714,or,m,,,
4715,permit to travel,m,,,
4716,from the,m,,,
4717,self service ticket machines,m,,,
4718,or from the first manned station,m,,,
4719,if changing for connecting services,e,,,
4720,on board the train from the conductor,m,,,
4721,from your destination station,m,,,
4722,im sorry to advise customers that,s,,,
4724,all services to,m,,,
4725,are being diverted,e,,,
4726,and are not calling at this station,e,,,
4727,customers are advised to make their own alternative travel plans,s,,,
4728,london bus services,s,,,
4729,are accepting train tickets for travel on their services,m,,,
4730,during this disruption,e,,,
4731,are reminded that the last direct service back from,m,,,
4732,is at,m,,,
4733,tonight,e,,,
4734,tomorrow morning,e,,,
4741,this train is the service from,s,,,
4751,this train,s,,,
4755,is being delayed,e,,,
4756,im sorry for the delay to the service,w,,,
4757,im very sorry for the delay to the service,w,,,
4758,im extremely sorry for the severe delay to the service,w,,,
4759,service from,m,,,
4760,has been cancelled,m,,,
4762,stand away from the train at platform,s,,,
4764,stand well away from the edge of platform,s,,,
4766,fast train approaching,w,,,
4780,connex,m,,toc,
4781,thameslink city metro,m,,toc,
4782,thameslink city flier,m,,toc,
4783,connex racecourse special,m,,toc,
4784,connex express,m,,toc,
4785,gatwick express,m,,toc,
4786,south west trains,m,,toc,
4787,silverlink metro,m,,toc,
4788,virgin trains,m,,toc,
4790,virgin trains the sussex scot,m,,toc,
4799,congestion,m,,disruption-reason,
4800,replacing emergency equipment on this train,m,,disruption-reason,
4801,additional coaches being attached to this train,m,,disruption-reason,
4802,additional cleaning duties,m,,disruption-reason,
4804,awaiting replacement coaches,m,,disruption-reason,
4805,police activity on the line,m,,disruption-reason,
4806,the emergency communication cord being activated on this train,m,,disruption-reason,
4807,the emergency communication cord being activated,m,,disruption-reason,
4808,on the preceding train,m,,disruption-reason,
4809,a gas leak in the area,m,,disruption-reason,
4810,a broken rail,m,,disruption-reason,
4812,this train making additional stops on its journey,m,,disruption-reason,
4813,a lineside fire,m,,disruption-reason,
4815,a cable fire,m,,disruption-reason,
4816,overcrowding,m,,disruption-reason,
4817,overcrowding caused by the,m,,disruption-reason,
4818,short formation of this train,m,,disruption-reason,
4819,a fault on a level crossing,m,,disruption-reason,
4820,after having been held waiting a late running connection,m,,disruption-reason,
4822,a chemical spillage,m,,disruption-reason,
4823,a temporary shortage of drivers,m,,disruption-reason,
4824,a temporary shortage of train crews,m,,disruption-reason,
4826,a shortage of train dispatch staff,m,,disruption-reason,
4827,late running of the previous train,m,,disruption-reason,
4828,a major electrical power fault,m,,disruption-reason,
4829,industrial action,m,,disruption-reason,
4830,christmas holidays,m,,disruption-reason,
4840,for,m,,,
4843,and change there,e,,,
4844,and alight at,m,,,
4845,and change there,m,,,
4846,and change at,m,,,
4847,and media reports,m,,,
4848,and other representatives from,m,,,
4856,are on the station today,m,,,
4857,to listen to your views,e,,,
4858,are operating a reduced service,m,,,
4859,today,e,,,
4860,as an alternative destination,e,,,
4869,central,m,,,
4876,customers at platform,s,,,
4877,customers may wish to consider alternative transport modes,s,,,
4878,to reach your destination,e,,,
4886,steam special,m,,toc,
4893,first class accommodation on this train,s,,,
4894,can be used by standard class ticket holders,e,,,
4895,for alternative transport,e,,,
4896,for connecting services,e,,,
4898,front,m,,,
4905,customers who have come to view the,s,,,
4906,orient express,m,,toc,
4907,full timetable details can be obtained,s,,,
4908,from all manned ticket sales points,e,,,
4909,further announcements will be made regarding,s,,,
4910,the delay to services as more information becomes available,e,,,
4911,further information is available from station staff,s,,,
4914,"our,hour",m,,,
4915,"ours,hours",m,,,
4916,"our,hour",m,,,
4917,"ours,hours",m,,,
4918,if at all possible,e,,,
4919,in approximately,m,,,
4920,is,m,,,
4924,is not in public use,e,,,
4925,may prefer to travel to,m,,,
4929,office located on platform,m,,,
4935,please avoid travelling,s,,,
4936,please do not board this train,w,,,
4937,please make sure you have your ticket ready when alighting at,s,,,
4938,please use,s,,,
4939,are advised to travel on services to,m,,,
4941,regarding connecting services,e,,,
4942,revenue protection staff are in operation today,w,,,
4944,service are advised that this service is expected to run through,m,,,
4945,summer,m,,,
4948,winter,m,,,
4949,there are no train services operating from,s,,,
4950,there is no first class accommodation,s,,,
4951,timetable,m,,,
4952,this afternoon,m,,,
4953,this evening,m,,,
4954,this morning,m,,,
4955,this afternoon,e,,,
4956,this evening,e,,,
4957,this morning,e,,,
4959,to fulfil your journey plan,e,,,
4960,when you change at,m,,,
